DSS File:	M:\General\DonJ\backwater\Fish\LatestYBW2.dss
Stage Elevatopn Path:	/BIG SUNFLOWER/ANGUILLA/ELEV/01MAR1949/1DAY/BSMREC/
Stage Area Path:	/BIG SUNFLOWER/ANGUILLA/ELEV-AREA//STAGE AREA CURVE/2YR_PRO/
Time Window:	3/1 - 6/30
Duration: 8 Days
Min Spawning Depth: 1 Feet
Max Rearing Depth: 10 Feet
Min Rearing Depth: 0 Feet
Max Rearing Depth: 2 Feet
Count Orphaned Areas: false
Count Deep Areas true

Year	Stage	Total	Restricted	Spawning
		Rearing	Rearing
4/17/1974	92.2	3,862.4	1,394.5	708.7
4/18/1974	91.7	3,408.0	1,166.7	762.7
4/19/1974	91.0	2,926.6	908.6	826.6
4/20/1974	90.3	2,509.3	635.2	903.7
4/21/1974	89.7	2,239.2	450.0	966.4
4/22/1974	90.3	2,528.2	647.7	1,072.2
4/23/1974	94.5	6,719.9	2,545.9	721.1
4/24/1974	95.1	7,577.3	2,848.0	429.6
4/25/1974	94.9	7,270.6	2,742.0	326.4
4/26/1974	94.2	6,188.1	2,356.6	316.2
4/27/1974	93.3	5,062.0	1,918.8	327.0
4/28/1974	92.4	4,033.1	1,472.4	307.3
4/29/1974	91.4	3,219.0	1,065.3	284.5
4/30/1974	90.5	2,643.7	724.1	236.1
5/1/1974	89.7	2,258.6	463.9	157.9
5/2/1974	89.0	2,024.4	296.7	113.2
5/3/1974	88.3	1,876.7	226.5	0.0
5/4/1974	87.5	1,777.4	203.0	29.2
5/5/1974	86.4	1,661.8	202.4	144.7
5/6/1974	85.2	1,542.2	202.8	263.9
5/7/1974	83.9	1,404.0	202.9	403.0
5/8/1974	82.3	1,242.6	202.7	539.2
5/9/1974	81.2	1,131.7	203.0	594.6
5/10/1974	79.2	932.5	202.8	642.3
5/11/1974	78.8	894.3	203.0	642.3
5/12/1974	78.9	903.6	203.0	642.3
5/13/1974	79.8	996.0	202.2	642.3
5/14/1974	79.0	911.5	203.0	642.3
5/15/1974	78.6	870.2	203.0	642.3
5/16/1974	78.0	814.5	203.0	642.3
5/17/1974	77.3	743.7	202.3	642.3
5/18/1974	77.9	804.9	202.9	702.9
5/19/1974	79.1	918.8	202.9	817.8
5/20/1974	80.8	1,099.5	202.8	912.0
5/21/1974	81.6	1,173.7	203.0	912.0
5/22/1974	82.2	1,231.6	202.8	912.0
5/23/1974	86.3	1,649.0	202.3	912.0
5/24/1974	88.3	1,885.5	230.4	912.0
5/25/1974	89.2	2,092.5	345.3	931.9
5/26/1974	91.0	2,941.0	916.3	1,267.0
5/27/1974	93.4	5,119.0	1,941.5	1,750.8
5/28/1974	93.8	5,690.5	2,169.2	1,704.7
5/29/1974	93.6	5,455.6	2,075.6	1,723.7
5/30/1974	93.0	4,710.6	1,778.8	1,783.8
5/31/1974	92.3	4,005.2	1,459.7	1,854.1
6/1/1974	92.3	3,928.0	1,424.5	1,861.9
6/2/1974	92.6	4,244.4	1,568.7	2,070.7
6/3/1974	92.9	4,568.7	1,716.6	2,284.8
6/4/1974	93.0	4,704.9	1,776.5	2,376.6
6/5/1974	93.8	5,701.7	2,173.6	3,084.2
6/6/1974	95.1	7,593.7	2,853.2	4,496.4
6/7/1974	95.3	7,982.6	2,978.2	4,799.4
6/8/1974	95.7	8,728.3	3,217.9	4,837.0
6/9/1974	95.9	9,140.2	3,350.2	4,273.0
6/10/1974	95.6	8,639.3	3,189.2	4,085.7
6/11/1974	96.2	9,540.7	3,269.6	4,025.0
6/12/1974	96.3	9,571.4	3,246.2	4,021.4
6/13/1974	96.1	9,437.6	3,348.5	4,036.9
6/14/1974	95.7	8,829.8	3,250.5	4,075.4
6/15/1974	95.3	8,076.3	3,008.3	4,116.2
6/16/1974	95.0	7,424.7	2,796.9	3,959.5
6/17/1974	94.8	7,161.5	2,703.2	3,565.8
6/18/1974	94.8	7,213.3	2,721.6	3,164.2
6/19/1974	94.8	7,227.8	2,726.8	2,778.4
6/20/1974	94.9	7,333.1	2,764.3	2,532.2
6/21/1974	94.9	7,364.8	2,775.5	2,292.8
6/22/1974	94.8	7,187.1	2,712.3	1,894.0
6/23/1974	94.6	6,925.0	2,619.0	1,470.0
6/24/1974	94.3	6,420.7		
6/25/1974	94.0	5,931.7		
6/26/1974	93.6	5,444.9		
6/27/1974	93.4	5,142.1		
6/28/1974	93.1	4,841.9		
6/29/1974	92.6	4,309.5		
6/30/1974	92.1	3,729.9		
3/1/1975	91.6	3,336.1	1,128.1	615.4
3/2/1975	91.1	2,995.4	945.5	657.6
3/3/1975	90.5	2,628.8	714.2	721.4
3/4/1975	89.9	2,320.1	507.8	783.3
3/5/1975	89.4	2,149.7	386.1	832.1
3/6/1975	88.9	1,997.9	280.5	878.1
3/7/1975	88.8	1,962.5	264.7	897.6
3/8/1975	88.6	1,941.8	255.5	909.0
3/9/1975	88.6	1,936.2	253.0	912.0
3/10/1975	88.7	1,954.6	261.2	912.0
3/11/1975	88.8	1,976.7	271.1	912.0
3/12/1975	89.0	2,015.1	290.0	913.7
3/13/1975	92.3	3,976.9	1,446.8	1,894.2
3/14/1975	95.6	8,582.9	3,171.1	5,267.0
3/15/1975	96.2	9,517.3	3,287.5	6,202.0
3/16/1975	96.5	10,228.0	3,529.5	5,836.7
3/17/1975	96.6	10,228.0	3,338.1	5,824.1
3/18/1975	96.7	10,228.0	3,136.3	5,702.3
3/19/1975	96.8	10,228.0	3,092.0	5,184.7
3/20/1975	96.8	10,228.0	3,089.5	4,340.9
3/21/1975	96.6	10,228.0	3,386.0	3,867.8
3/22/1975	96.3	9,610.9	3,215.9	3,897.2
3/23/1975	96.0	9,359.4	3,408.3	3,926.3
3/24/1975	96.1	9,455.8	3,334.5	3,915.2
3/25/1975	95.9	9,246.6	3,384.4	3,933.2
3/26/1975	95.6	8,628.9	3,185.9	3,966.6
3/27/1975	95.1	7,616.3	2,860.5	4,021.5
3/28/1975	94.7	7,014.6	2,650.9	4,059.2
3/29/1975	95.0	7,472.4	2,813.9	4,402.3
3/30/1975	95.5	8,455.8	3,130.3	5,168.0
3/31/1975	95.9	9,150.7	3,353.6	5,161.4
4/1/1975	96.0	9,364.7	3,404.2	5,148.7
4/2/1975	96.0	9,361.7	3,406.5	5,149.1
4/3/1975	95.8	9,024.4	3,313.0	5,168.2
4/4/1975	95.7	8,851.7	3,257.5	5,177.6
4/5/1975	95.6	8,674.5	3,200.6	5,187.2
4/6/1975	95.5	8,493.0	3,142.3	5,197.0
4/7/1975	95.5	8,499.6	3,144.4	5,202.1
4/8/1975	95.7	8,777.4	3,233.6	5,418.5
4/9/1975	95.9	9,177.2	3,362.1	5,729.9
4/10/1975	96.3	9,620.6	3,208.5	6,408.9
4/11/1975	96.5	10,228.0	3,467.6	6,804.0
4/12/1975	96.7	10,228.0	3,209.5	7,096.8
4/13/1975	96.8	10,228.0	3,036.7	7,292.9
4/14/1975	97.3	10,228.0	2,155.6	7,586.7
4/15/1975	97.4	10,228.0	1,967.3	7,296.4
4/16/1975	97.3	10,228.0	2,106.7	6,811.9
4/17/1975	97.4	10,228.0	2,080.1	6,311.9
4/18/1975	97.3	10,228.0	2,219.4	5,819.4
4/19/1975	97.3	10,228.0	2,192.2	5,249.0
4/20/1975	97.1	10,228.0	2,498.6	4,970.0
4/21/1975	97.0	10,228.0	2,749.4	4,783.6
4/22/1975	96.8	10,228.0	2,982.7	4,193.1
4/23/1975	96.6	10,228.0	3,392.6	4,220.0
4/24/1975	96.3	9,625.0	3,205.1	4,247.3
4/25/1975	96.0	9,389.0	3,385.7	4,274.7
4/26/1975	95.7	8,769.3	3,231.0	4,310.8
4/27/1975	95.5	8,414.6	3,117.0	4,330.0
4/28/1975	95.4	8,174.4	3,039.9	4,343.0
4/29/1975	95.0	7,446.5	2,804.6	4,382.9
4/30/1975	95.0	7,567.0	2,844.7	4,475.6
5/1/1975	95.4	8,189.1	3,044.6	4,456.8
5/2/1975	95.1	7,584.8	2,850.4	4,489.5
5/3/1975	95.1	7,741.0	2,900.6	4,611.2
5/4/1975	96.1	9,428.5	3,355.4	4,817.8
5/5/1975	96.2	9,510.8	3,292.5	4,808.3
5/6/1975	96.2	9,514.0	3,290.1	4,601.2
5/7/1975	96.0	9,345.6	3,416.2	3,882.6
5/8/1975	95.6	8,637.9	3,188.8	3,354.1
5/9/1975	95.3	8,104.7	3,017.5	3,096.0
5/10/1975	95.7	8,845.5	3,255.5	2,910.7
5/11/1975	95.8	9,048.3	3,320.7	2,799.3
5/12/1975	95.7	8,704.0	3,210.1	2,701.4
5/13/1975	95.2	7,856.6	2,937.7	2,577.7
5/14/1975	94.7	6,959.2	2,631.1	2,553.5
5/15/1975	94.2	6,263.2	2,383.3	2,442.9
5/16/1975	94.0	5,910.3	2,256.7	2,316.6
5/17/1975	93.8	5,726.7	2,183.6	2,038.8
5/18/1975	93.7	5,599.6	2,133.0	1,668.8
5/19/1975	93.6	5,452.2	2,074.2	1,444.4
5/20/1975	93.5	5,237.6	1,988.7	1,432.3
5/21/1975	93.4	5,138.3	1,949.2	1,350.5
5/22/1975	93.2	4,941.1	1,870.6	1,250.7
5/23/1975	93.1	4,751.9	1,795.2	1,266.0
5/24/1975	92.7	4,370.8	1,626.4	1,302.7
5/25/1975	92.2	3,871.1	1,398.5	1,353.2
5/26/1975	91.9	3,553.8	1,244.8	1,388.8
5/27/1975	91.8	3,512.7	1,222.8	1,394.2
5/28/1975	91.6	3,387.0	1,155.4	1,372.8
5/29/1975	91.4	3,225.2	1,068.7	953.9
5/30/1975	92.6	4,233.5	1,563.8	572.2
5/31/1975	93.3	5,007.9	1,897.2	413.7
6/1/1975	93.3	5,098.5	1,933.3	315.2
6/2/1975	92.9	4,557.3	1,711.4	253.9
6/3/1975	92.2	3,903.8	1,413.4	319.9
6/4/1975	91.4	3,171.9	1,040.1	409.5
6/5/1975	90.3	2,520.4	642.5	517.1
6/6/1975	89.1	2,049.3	314.5	636.1
6/7/1975	88.3	1,888.3	231.7	713.6
6/8/1975	87.5	1,768.6	203.0	804.9
6/9/1975	86.4	1,661.3	202.4	912.0
6/10/1975	87.8	1,802.4	203.0	873.4
6/11/1975	92.6	4,247.3	1,570.1	186.9
6/12/1975	93.3	5,065.7	1,920.2	0.0
6/13/1975	92.9	4,541.5	1,704.2	0.0
6/14/1975	92.0	3,630.3	1,285.8	0.0
6/15/1975	90.7	2,754.6	797.5	0.0
6/16/1975	89.3	2,118.6	364.0	0.0
6/17/1975	87.4	1,764.1	203.0	143.4
6/18/1975	85.4	1,562.6	202.6	344.4
6/19/1975	83.4	1,359.1	202.4	525.1
6/20/1975	81.8	1,191.9	203.0	626.2
6/21/1975	80.8	1,098.7	202.8	638.5
6/22/1975	80.2	1,034.0	202.2	616.7
6/23/1975	80.0	1,009.1	202.0	565.6
6/24/1975	79.8	995.0		
6/25/1975	79.8	995.9		
6/26/1975	79.6	971.8		
6/27/1975	78.9	905.9		
6/28/1975	78.1	825.1		
6/29/1975	77.3	738.8		
6/30/1975	76.6	666.6		
3/1/1976	83.9	1,409.0	202.9	828.0
3/2/1976	83.2	1,342.5	202.2	893.9
3/3/1976	83.1	1,324.1	202.1	912.0
3/4/1976	83.3	1,343.5	202.3	912.0
3/5/1976	83.5	1,370.0	202.5	912.0
3/6/1976	84.3	1,445.9	203.0	912.0
3/7/1976	86.5	1,676.8	202.5	912.0
3/8/1976	86.9	1,708.4	202.9	912.0
3/9/1976	91.0	2,890.0	887.1	1,239.1
3/10/1976	92.6	4,256.7	1,574.4	1,037.4
3/11/1976	93.1	4,758.1	1,797.7	617.5
3/12/1976	93.1	4,762.8	1,799.6	422.9
3/13/1976	92.7	4,355.5	1,619.4	324.7
3/14/1976	92.0	3,682.0	1,312.3	390.6
3/15/1976	91.6	3,389.4	1,156.7	427.0
3/16/1976	91.9	3,606.1	1,272.9	293.7
3/17/1976	90.9	2,831.1	848.1	253.6
3/18/1976	89.6	2,234.3	446.5	247.8
3/19/1976	88.2	1,869.0	223.0	281.4
3/20/1976	86.9	1,712.3	202.9	418.7
3/21/1976	86.9	1,710.0	202.9	420.9
3/22/1976	86.9	1,708.2	202.9	422.8
3/23/1976	85.8	1,602.7	202.2	527.4
3/24/1976	84.4	1,456.3	203.0	674.4
3/25/1976	83.1	1,325.6	202.1	804.6
3/26/1976	82.0	1,218.1	203.0	912.0
3/27/1976	84.2	1,441.8	203.0	831.8
3/28/1976	84.7	1,489.2	203.0	784.0
3/29/1976	83.4	1,361.3	202.4	865.7
3/30/1976	84.6	1,478.2	203.0	619.8
3/31/1976	86.7	1,687.7	202.7	334.0
4/1/1976	87.2	1,745.3	203.0	177.7
4/2/1976	86.4	1,663.4	202.4	222.6
4/3/1976	85.3	1,550.7	202.7	287.5
4/4/1976	84.2	1,443.1	203.0	322.5
4/5/1976	83.0	1,314.6	202.0	381.2
4/6/1976	81.7	1,186.0	203.0	439.4
4/7/1976	81.0	1,110.0	203.0	424.3
4/8/1976	80.0	1,010.2	202.0	418.3
4/9/1976	79.6	973.6	202.4	361.2
4/10/1976	79.1	926.1	202.9	332.7
4/11/1976	78.4	853.4	203.0	312.0
4/12/1976	77.7	784.5	202.7	302.6
4/13/1976	77.0	713.1	202.0	295.4
4/14/1976	76.1	621.3	202.9	295.4
4/15/1976	75.1	520.2	203.0	295.4
4/16/1976	74.6	462.7	202.6	287.8
4/17/1976	74.3	433.9	202.3	287.8
4/18/1976	74.1	413.1	202.1	287.8
4/19/1976	74.0	403.6	202.0	287.8
4/20/1976	73.9	396.4	202.1	287.8
4/21/1976	73.9	396.4	202.1	287.8
4/22/1976	73.9	396.4	202.1	287.8
4/23/1976	73.8	388.8	202.2	287.8
4/24/1976	73.8	388.8	202.2	287.8
4/25/1976	73.8	388.8	202.2	287.8
4/26/1976	73.8	388.8	202.2	287.8
4/27/1976	74.3	432.2	202.3	297.9
4/28/1976	75.2	527.5	203.0	287.8
4/29/1976	75.1	515.8	203.0	277.7
4/30/1976	74.5	456.6	202.5	277.7
5/1/1976	74.2	422.8	202.2	277.7
5/2/1976	74.1	419.3	202.1	277.7
5/3/1976	74.1	417.3	202.1	277.7
5/4/1976	73.9	398.9	202.1	277.7
5/5/1976	73.8	388.8	202.2	277.7
5/6/1976	73.7	378.7	202.3	277.7
5/7/1976	73.8	388.8	202.2	287.8
5/8/1976	74.1	419.3	202.1	287.8
5/9/1976	74.3	439.7	202.3	287.8
5/10/1976	74.1	419.3	202.1	287.8
5/11/1976	73.9	398.9	202.1	287.8
5/12/1976	73.8	388.8	202.2	287.8
5/13/1976	73.8	388.8	202.2	287.8
5/14/1976	73.9	398.9	202.1	297.9
5/15/1976	74.2	429.1	202.2	287.8
5/16/1976	75.2	523.1	203.0	277.7
5/17/1976	75.9	597.3	203.0	267.6
5/18/1976	74.9	495.2	202.9	267.6
5/19/1976	74.4	442.1	202.4	267.6
5/20/1976	74.3	435.7	202.3	267.6
5/21/1976	74.0	409.1	202.0	267.6
5/22/1976	73.8	388.8	202.2	267.6
5/23/1976	73.7	378.7	202.3	267.6
5/24/1976	73.6	368.6	202.4	267.6
5/25/1976	73.6	368.6	202.4	267.6
5/26/1976	73.6	368.6	202.4	267.6
5/27/1976	73.6	368.6	202.4	267.6
5/28/1976	76.0	609.2	203.0	371.3
5/29/1976	78.4	856.4	203.0	347.2
5/30/1976	79.2	936.1	202.8	340.4
5/31/1976	79.0	907.8	203.0	335.7
6/1/1976	78.1	823.4	203.0	328.2
6/2/1976	76.8	691.4	202.2	318.1
6/3/1976	75.5	557.3	203.0	308.0
6/4/1976	74.7	473.0	202.7	297.9
6/5/1976	74.4	448.6	202.4	297.9
6/6/1976	74.4	441.8	202.4	287.8
6/7/1976	74.3	437.0	202.3	287.8
6/8/1976	74.2	429.5	202.2	287.8
6/9/1976	74.1	419.3	202.1	287.8
6/10/1976	74.0	409.1	202.0	287.8
6/11/1976	73.9	398.9	202.1	287.8
6/12/1976	73.9	398.9	202.1	287.8
6/13/1976	73.8	388.8	202.2	287.8
6/14/1976	73.8	388.8	202.2	287.8
6/15/1976	73.8	388.8	202.2	287.8
6/16/1976	73.8	388.8	202.2	287.8
6/17/1976	77.5	756.3	202.5	654.9
6/18/1976	80.9	1,101.7	202.9	866.6
6/19/1976	83.6	1,378.1	202.6	589.5
6/20/1976	85.0	1,516.2	203.0	396.5
6/21/1976	85.0	1,516.2	203.0	396.4
6/22/1976	84.4	1,464.1	203.0	449.1
6/23/1976	83.3	1,350.0	202.3	511.4
6/24/1976	81.6	1,172.0		
6/25/1976	80.4	1,055.8		
6/26/1976	80.4	1,055.4		
6/27/1976	79.9	1,000.6		
6/28/1976	81.1	1,126.5		
6/29/1976	80.5	1,059.5		
6/30/1976	79.4	949.1		
3/1/1977	73.9	399.8	202.1	287.8
3/2/1977	73.9	396.4	202.1	287.8
3/3/1977	73.8	388.8	202.2	287.8
3/4/1977	88.4	1,888.6	231.8	912.0
3/5/1977	93.1	4,806.9	1,817.1	1,628.4
3/6/1977	94.4	6,568.7	2,492.1	1,284.6
3/7/1977	94.6	6,802.5	2,575.3	932.0
3/8/1977	94.4	6,596.3	2,501.9	586.6
3/9/1977	94.0	5,916.7	2,259.3	407.1
3/10/1977	93.3	5,064.6	1,919.8	332.5
3/11/1977	92.4	4,045.2	1,477.9	269.5
3/12/1977	92.1	3,734.0	1,336.0	147.5
3/13/1977	91.7	3,442.2	1,185.0	17.4
3/14/1977	91.1	2,970.3	932.0	0.0
3/15/1977	90.1	2,424.0	578.7	0.0
3/16/1977	89.0	2,009.7	286.2	0.0
3/17/1977	87.6	1,783.0	203.0	60.6
3/18/1977	86.0	1,624.9	202.0	134.9
3/19/1977	84.5	1,471.8	203.0	184.0
3/20/1977	82.9	1,304.7	202.1	258.0
3/21/1977	81.5	1,161.5	203.0	277.2
3/22/1977	80.4	1,049.3	202.4	368.5
3/23/1977	79.6	974.2	202.4	369.2
3/24/1977	79.2	931.2	202.8	369.2
3/25/1977	78.4	848.4	203.0	369.2
3/26/1977	77.3	743.7	202.3	369.2
3/27/1977	76.4	650.7	202.6	369.2
3/28/1977	75.2	526.9	203.0	369.2
3/29/1977	75.0	506.4	203.0	369.2
3/30/1977	74.6	470.9	202.6	369.2
3/31/1977	74.6	471.0	202.6	369.4
4/1/1977	75.4	549.4	203.0	447.8
4/2/1977	76.6	670.6	202.4	569.6
4/3/1977	77.1	721.2	202.1	620.1
4/4/1977	77.8	785.5	202.8	683.8
4/5/1977	84.4	1,455.2	203.0	683.3
4/6/1977	86.3	1,648.9	202.3	302.7
4/7/1977	86.6	1,679.3	202.6	272.6
4/8/1977	86.0	1,624.9	202.0	326.4
4/9/1977	85.1	1,528.0	202.9	423.3
4/10/1977	83.8	1,401.9	202.8	550.2
4/11/1977	83.5	1,365.3	202.5	586.5
4/12/1977	82.1	1,225.8	202.9	725.5
4/13/1977	80.3	1,039.6	202.3	912.0
4/14/1977	80.5	1,066.0	202.5	912.0
4/15/1977	81.0	1,119.0	203.0	912.0
4/16/1977	81.6	1,174.6	203.0	912.0
4/17/1977	82.1	1,230.1	202.9	912.0
4/18/1977	82.7	1,285.7	202.3	912.0
4/19/1977	83.2	1,342.5	202.2	912.0
4/20/1977	83.7	1,390.3	202.7	700.3
4/21/1977	87.2	1,742.4	203.0	110.0
4/22/1977	88.9	1,996.7	279.9	0.0
4/23/1977	88.6	1,941.1	255.2	0.0
4/24/1977	87.4	1,765.9	203.0	0.0
4/25/1977	85.9	1,612.5	202.1	0.0
4/26/1977	84.0	1,415.2	203.0	0.0
4/27/1977	81.6	1,178.2	203.0	170.4
4/28/1977	79.3	939.6	202.7	318.1
4/29/1977	77.1	714.2	202.1	297.9
4/30/1977	75.3	533.7	203.0	287.8
5/1/1977	74.4	450.3	202.4	277.7
5/2/1977	74.3	436.6	202.3	277.7
5/3/1977	74.3	437.0	202.3	267.6
5/4/1977	74.3	437.5	202.3	267.6
5/5/1977	74.1	419.3	202.1	267.6
5/6/1977	73.9	398.9	202.1	267.6
5/7/1977	73.8	388.8	202.2	267.6
5/8/1977	73.7	378.7	202.3	267.6
5/9/1977	73.7	378.7	202.3	267.6
5/10/1977	73.6	368.6	202.4	267.6
5/11/1977	73.6	368.6	202.4	267.6
5/12/1977	73.8	388.8	202.2	257.5
5/13/1977	74.0	409.1	202.0	257.5
5/14/1977	74.0	409.1	202.0	247.4
5/15/1977	73.9	398.9	202.1	247.4
5/16/1977	73.8	388.8	202.2	247.4
5/17/1977	73.7	378.7	202.3	247.4
5/18/1977	73.6	368.6	202.4	247.4
5/19/1977	73.5	358.5	202.5	247.4
5/20/1977	73.5	358.5	202.5	247.4
5/21/1977	73.4	348.4	202.6	247.4
5/22/1977	73.4	348.4	202.6	247.4
5/23/1977	73.4	348.4	202.6	247.4
5/24/1977	73.4	348.4	202.6	247.4
5/25/1977	73.4	348.4	202.6	247.4
5/26/1977	73.6	368.6	202.4	257.5
5/27/1977	73.6	368.6	202.4	257.5
5/28/1977	73.5	358.5	202.5	257.5
5/29/1977	73.5	358.5	202.5	257.5
5/30/1977	73.6	368.6	202.4	257.5
5/31/1977	73.6	368.6	202.4	257.5
6/1/1977	73.6	368.6	202.4	247.4
6/2/1977	73.5	358.5	202.5	247.4
6/3/1977	73.5	358.5	202.5	247.4
6/4/1977	73.5	358.5	202.5	247.4
6/5/1977	73.5	358.5	202.5	247.4
6/6/1977	73.5	358.5	202.5	247.4
6/7/1977	73.5	358.5	202.5	247.4
6/8/1977	73.4	348.4	202.6	247.4
6/9/1977	73.4	348.4	202.6	247.4
6/10/1977	73.4	348.4	202.6	247.4
6/11/1977	73.4	348.4	202.6	247.4
6/12/1977	73.4	348.4	202.6	247.4
6/13/1977	73.4	348.4	202.6	247.4
6/14/1977	73.5	358.5	202.5	257.5
6/15/1977	73.8	388.8	202.2	287.8
6/16/1977	73.9	399.8	202.1	298.8
6/17/1977	74.0	403.5	202.0	302.5
6/18/1977	74.1	418.5	202.1	317.4
6/19/1977	74.3	433.6	202.3	317.4
6/20/1977	74.6	462.3	202.6	309.9
6/21/1977	74.6	462.3	202.6	302.5
6/22/1977	74.6	462.3	202.6	298.8
6/23/1977	74.5	451.3	202.5	295.4
6/24/1977	74.3	433.6		
6/25/1977	74.2	422.3		
6/26/1977	74.1	418.5		
6/27/1977	74.1	411.0		
6/28/1977	74.0	403.5		
6/29/1977	73.9	399.8		
6/30/1977	73.9	396.4		
3/1/1978	75.1	517.5	203.0	415.6
3/2/1978	76.8	692.5	202.2	591.5
3/3/1978	77.1	721.2	202.1	530.7
3/4/1978	78.0	812.8	203.0	435.3
3/5/1978	78.6	868.0	203.0	350.6
3/6/1978	78.4	851.2	203.0	327.6
3/7/1978	77.9	799.6	202.9	327.6
3/8/1978	77.5	758.1	202.5	327.6
3/9/1978	77.1	724.0	202.1	327.6
3/10/1978	76.2	631.7	202.8	327.6
3/11/1978	75.3	537.0	203.0	327.6
3/12/1978	74.5	452.1	202.5	327.6
3/13/1978	74.2	428.8	202.2	327.6
3/14/1978	74.5	454.2	202.5	352.7
3/15/1978	75.8	584.4	203.0	483.2
3/16/1978	77.7	777.5	202.7	675.8
3/17/1978	78.8	895.8	203.0	767.0
3/18/1978	78.8	889.7	203.0	767.0
3/19/1978	78.6	868.4	203.0	767.0
3/20/1978	79.4	957.4	202.6	856.4
3/21/1978	80.6	1,071.1	202.6	912.0
3/22/1978	81.3	1,148.3	203.0	912.0
3/23/1978	82.1	1,224.1	202.9	912.0
3/24/1978	82.8	1,299.8	202.2	912.0
3/25/1978	83.6	1,376.2	202.6	912.0
3/26/1978	84.3	1,452.3	203.0	912.0
3/27/1978	85.0	1,521.0	203.0	912.0
3/28/1978	85.2	1,545.2	202.8	912.0
3/29/1978	85.4	1,563.4	202.6	912.0
3/30/1978	85.6	1,579.6	202.4	912.0
3/31/1978	85.7	1,593.7	202.3	912.0
4/1/1978	85.9	1,607.9	202.1	912.0
4/2/1978	86.0	1,620.0	202.0	912.0
4/3/1978	86.1	1,632.2	202.1	912.0
4/4/1978	86.2	1,644.5	202.2	912.0
4/5/1978	86.3	1,654.7	202.3	912.0
4/6/1978	86.4	1,663.8	202.4	912.0
4/7/1978	86.5	1,672.0	202.5	912.0
4/8/1978	86.6	1,679.1	202.6	912.0
4/9/1978	86.7	1,687.3	202.7	912.0
4/10/1978	86.7	1,694.4	202.7	912.0
4/11/1978	86.8	1,704.6	202.8	912.0
4/12/1978	87.0	1,718.9	203.0	889.8
4/13/1978	87.1	1,737.1	203.0	822.0
4/14/1978	87.3	1,754.3	203.0	743.0
4/15/1978	87.5	1,772.5	203.0	638.6
4/16/1978	87.7	1,789.7	203.0	469.0
4/17/1978	87.6	1,782.6	203.0	361.0
4/18/1978	87.2	1,745.2	203.0	315.2
4/19/1978	86.7	1,696.5	202.7	290.9
4/20/1978	86.2	1,646.5	202.2	273.7
4/21/1978	85.6	1,584.6	202.4	253.5
4/22/1978	84.8	1,498.8	203.0	293.8
4/23/1978	83.3	1,346.6	202.3	415.5
4/24/1978	82.2	1,231.2	202.8	521.5
4/25/1978	81.3	1,148.3	203.0	604.9
4/26/1978	80.6	1,075.2	202.6	678.0
4/27/1978	79.9	1,007.9	202.1	739.6
4/28/1978	79.1	926.1	202.9	739.6
4/29/1978	78.7	880.7	203.0	739.6
4/30/1978	78.4	850.4	203.0	739.6
5/1/1978	78.3	841.3	203.0	739.6
5/2/1978	80.9	1,103.7	202.9	912.0
5/3/1978	84.5	1,473.4	203.0	912.0
5/4/1978	87.2	1,740.7	203.0	912.0
5/5/1978	88.5	1,912.2	242.3	912.0
5/6/1978	88.8	1,969.4	267.8	912.0
5/7/1978	89.2	2,078.0	335.0	928.5
5/8/1978	94.2	6,198.2	2,360.1	3,447.3
5/9/1978	95.3	8,100.7	3,016.2	4,891.4
5/10/1978	95.9	9,071.1	3,328.0	5,161.7
5/11/1978	95.9	9,109.8	3,340.4	4,437.4
5/12/1978	96.2	9,502.1	3,299.2	3,506.1
5/13/1978	96.3	9,595.1	3,228.0	2,735.6
5/14/1978	96.3	9,602.7	3,222.2	1,842.7
5/15/1978	96.2	9,525.8	3,281.0	1,198.6
5/16/1978	95.9	9,192.8	3,367.1	689.2
5/17/1978	95.5	8,488.3	3,140.7	333.1
5/18/1978	95.1	7,621.4	2,862.2	291.5
5/19/1978	94.4	6,519.0	2,474.4	355.6
5/20/1978	93.7	5,575.8	2,123.5	413.4
5/21/1978	92.8	4,439.0	1,657.5	492.6
5/22/1978	91.9	3,575.4	1,256.4	560.4
5/23/1978	90.8	2,813.8	836.6	640.3
5/24/1978	89.5	2,168.2	399.4	744.8
5/25/1978	88.9	1,998.8	280.9	758.9
5/26/1978	88.9	1,987.8	276.0	717.1
5/27/1978	88.8	1,971.2	268.6	682.7
5/28/1978	88.6	1,939.9	254.7	699.9
5/29/1978	88.4	1,899.4	236.6	722.1
5/30/1978	88.2	1,851.6	215.3	748.4
5/31/1978	87.8	1,803.8	203.0	677.7
6/1/1978	87.4	1,767.4	203.0	714.5
6/2/1978	87.0	1,719.9	203.0	762.4
6/3/1978	86.5	1,676.1	202.5	805.8
6/4/1978	87.2	1,738.8	203.0	743.4
6/5/1978	87.4	1,764.0	203.0	717.9
6/6/1978	86.8	1,700.7	202.8	781.4
6/7/1978	85.5	1,569.3	202.5	905.7
6/8/1978	86.4	1,659.9	202.4	666.9
6/9/1978	88.1	1,849.3	214.3	311.8
6/10/1978	88.8	1,974.7	270.2	52.1
6/11/1978	88.6	1,933.4	251.8	0.0
6/12/1978	87.8	1,802.7	203.0	0.0
6/13/1978	86.7	1,690.1	202.7	0.0
6/14/1978	85.4	1,563.1	202.6	0.0
6/15/1978	84.0	1,415.4	203.0	58.4
6/16/1978	82.2	1,237.7	202.8	235.0
