DSS File:	M:\General\DonJ\backwater\Fish\LatestYBW2.dss
Stage Elevatopn Path:	/BIG SUNFLOWER/ANGUILLA/ELEV/01MAR1949/1DAY/BSMREC/
Stage Area Path:	/BIG SUNFLOWER/ANGUILLA/ELEV-AREA//STAGE AREA CURVE/2YR_PRO/
Time Window:	3/1 - 6/30
Duration: 8 Days
Min Spawning Depth: 1 Feet
Max Rearing Depth: 10 Feet
Min Rearing Depth: 0 Feet
Max Rearing Depth: 2 Feet
Count Orphaned Areas: false
Count Deep Areas true

Year	Stage	Total	Restricted	Spawning
		Rearing	Rearing
3/1/1949	94.7	7,052.1	2,664.2	2,761.8
3/2/1949	94.3	6,387.3	2,427.5	2,715.0
3/3/1949	94.2	6,179.1	2,353.4	2,651.5
3/4/1949	94.0	5,982.9	2,283.5	2,616.2
3/5/1949	93.9	5,835.3	2,226.9	2,581.8
3/6/1949	93.8	5,700.5	2,173.2	2,539.6
3/7/1949	93.7	5,560.6	2,117.4	2,550.9
3/8/1949	93.6	5,409.4	2,057.2	2,495.4
3/9/1949	93.5	5,295.5	2,011.8	2,253.4
3/10/1949	93.4	5,198.1	1,973.0	2,252.4
3/11/1949	93.4	5,137.3	1,948.8	2,039.3
3/12/1949	93.3	5,079.8	1,925.8	1,940.5
3/13/1949	93.3	5,012.7	1,899.1	1,782.7
3/14/1949	93.3	5,031.5	1,906.6	1,661.1
3/15/1949	93.2	4,927.0	1,865.0	1,669.5
3/16/1949	92.9	4,607.1	1,734.1	1,696.5
3/17/1949	92.9	4,595.4	1,728.8	1,697.7
3/18/1949	92.6	4,309.0	1,598.2	1,726.6
3/19/1949	92.5	4,173.0	1,536.2	1,740.4
3/20/1949	92.3	3,958.6	1,438.4	1,762.0
3/21/1949	92.1	3,800.8	1,366.5	1,778.0
3/22/1949	92.6	4,299.1	1,593.7	2,106.8
3/23/1949	92.7	4,363.0	1,622.8	2,128.9
3/24/1949	92.7	4,336.5	1,610.8	2,131.5
3/25/1949	93.3	5,079.4	1,925.7	2,642.5
3/26/1949	94.1	6,059.7	2,310.8	3,343.5
3/27/1949	96.0	9,350.9	3,414.7	5,868.9
3/28/1949	96.3	9,611.8	3,215.2	6,391.3
3/29/1949	96.4	9,699.1	3,148.5	5,970.4
3/30/1949	96.5	10,228.0	3,520.6	5,510.9
3/31/1949	96.5	10,228.0	3,518.7	5,063.2
4/1/1949	96.5	10,228.0	3,509.1	3,849.7
4/2/1949	96.5	10,228.0	3,495.4	3,848.8
4/3/1949	96.4	10,228.0	3,626.4	3,629.3
4/4/1949	96.4	9,657.7	3,180.1	3,264.1
4/5/1949	96.1	9,417.9	3,363.5	3,175.2
4/6/1949	95.8	8,986.5	3,300.8	3,097.4
4/7/1949	95.5	8,449.4	3,128.2	3,033.8
4/8/1949	94.7	6,982.4	2,639.4	3,116.0
4/9/1949	94.9	7,280.4	2,745.5	2,898.7
4/10/1949	94.5	6,702.4	2,539.7	2,731.9
4/11/1949	94.2	6,244.0	2,376.5	2,580.1
4/12/1949	94.1	6,100.8	2,325.5	2,316.2
4/13/1949	94.0	5,971.2	2,279.3	2,099.4
4/14/1949	93.9	5,855.2	2,234.8	1,864.6
4/15/1949	93.9	5,851.8	2,233.4	1,768.4
4/16/1949	93.7	5,601.4	2,133.7	1,605.5
4/17/1949	93.5	5,342.9	2,030.7	1,477.6
4/18/1949	93.4	5,113.2	1,939.2	1,334.9
4/19/1949	93.1	4,767.5	1,801.4	1,086.6
4/20/1949	92.8	4,475.4	1,674.1	878.4
4/21/1949	92.5	4,155.4	1,528.2	910.7
4/22/1949	92.4	4,028.7	1,470.4	923.5
4/23/1949	92.1	3,788.0	1,360.7	947.8
4/24/1949	91.9	3,587.9	1,263.1	970.5
4/25/1949	91.6	3,362.4	1,142.2	1,000.4
4/26/1949	91.1	2,976.0	935.1	1,051.7
4/27/1949	90.5	2,620.1	708.4	1,114.5
4/28/1949	92.4	4,035.1	1,473.3	1,932.6
4/29/1949	93.7	5,542.0	2,110.0	2,970.8
4/30/1949	93.9	5,780.5	2,205.0	3,140.1
5/1/1949	94.2	6,220.1	2,368.0	3,463.7
5/2/1949	95.7	8,821.0	3,247.7	3,700.7
5/3/1949	96.1	9,426.1	3,357.3	2,887.3
5/4/1949	96.1	9,423.5	3,359.2	2,222.7
5/5/1949	95.9	9,159.1	3,356.3	1,807.3
5/6/1949	95.7	8,815.2	3,245.8	1,264.4
5/7/1949	95.2	7,912.7	2,955.8	986.3
5/8/1949	94.9	7,356.0	2,772.4	607.5
5/9/1949	94.5	6,700.9	2,539.1	424.8
5/10/1949	93.9	5,743.0	2,190.1	343.6
5/11/1949	93.2	4,901.8	1,855.0	202.7
5/12/1949	92.7	4,340.2	1,612.4	230.1
5/13/1949	91.9	3,598.2	1,268.7	202.3
5/14/1949	91.3	3,140.8	1,023.4	141.7
5/15/1949	90.3	2,532.3	650.3	169.4
5/16/1949	89.4	2,142.1	380.7	199.1
5/17/1949	88.2	1,868.5	222.8	233.4
5/18/1949	86.2	1,639.8	202.2	384.8
5/19/1949	85.9	1,615.2	202.1	352.5
5/20/1949	84.9	1,510.4	203.0	421.1
5/21/1949	83.7	1,389.7	202.7	514.7
5/22/1949	83.0	1,315.5	202.0	588.1
5/23/1949	82.3	1,250.4	202.7	554.1
5/24/1949	81.5	1,170.2	203.0	634.7
5/25/1949	81.0	1,113.4	203.0	692.1
5/26/1949	80.4	1,056.2	202.4	748.8
5/27/1949	80.1	1,019.5	202.1	785.1
5/28/1949	79.8	991.7	202.2	791.5
5/29/1949	79.8	991.8	202.2	791.5
5/30/1949	78.8	892.7	203.0	791.5
5/31/1949	80.1	1,020.6	202.1	912.0
6/1/1949	85.0	1,516.7	203.0	912.0
6/2/1949	86.7	1,690.1	202.7	852.4
6/3/1949	87.8	1,802.7	203.0	739.3
6/4/1949	88.3	1,880.0	227.9	620.4
6/5/1949	88.3	1,880.5	228.2	530.1
6/6/1949	88.1	1,842.3	211.2	492.3
6/7/1949	87.8	1,802.7	203.0	440.3
6/8/1949	87.5	1,771.6	203.0	414.4
6/9/1949	86.1	1,629.9	202.1	521.7
6/10/1949	86.3	1,649.8	202.3	471.9
6/11/1949	85.4	1,563.1	202.6	493.7
6/12/1949	84.5	1,473.5	203.0	559.7
6/13/1949	84.0	1,415.3	203.0	585.5
6/14/1949	83.1	1,331.0	202.1	664.1
6/15/1949	82.6	1,273.5	202.4	721.4
6/16/1949	82.2	1,239.5	202.8	755.4
6/17/1949	81.9	1,209.5	203.0	785.5
6/18/1949	81.3	1,145.5	203.0	850.1
6/19/1949	81.1	1,121.7	203.0	874.1
6/20/1949	80.7	1,088.6	202.7	907.1
6/21/1949	80.7	1,083.6	202.7	912.0
6/22/1949	82.4	1,252.7	202.6	912.0
6/23/1949	83.6	1,377.9	202.6	912.0
6/24/1949	84.8	1,499.0		
6/25/1949	85.3	1,553.8		
6/26/1949	85.4	1,555.5		
6/27/1949	85.1	1,533.9		
6/28/1949	84.8	1,499.9		
6/29/1949	84.3	1,445.9		
6/30/1949	83.7	1,393.4		
3/1/1950	97.2	10,228.0	2,365.0	7,492.6
3/2/1950	97.2	10,228.0	2,332.7	7,490.9
3/3/1950	97.1	10,228.0	2,483.0	7,499.0
3/4/1950	97.0	10,228.0	2,669.4	7,509.1
3/5/1950	96.9	10,228.0	2,837.2	7,500.6
3/6/1950	97.0	10,228.0	2,806.1	7,386.8
3/7/1950	97.0	10,228.0	2,725.4	7,381.7
3/8/1950	97.1	10,228.0	2,650.8	7,377.6
3/9/1950	97.1	10,228.0	2,613.5	7,375.6
3/10/1950	97.0	10,228.0	2,669.4	7,378.6
3/11/1950	97.0	10,228.0	2,759.5	7,383.7
3/12/1950	96.9	10,228.0	2,852.7	7,389.8
3/13/1950	96.9	10,228.0	2,945.9	7,395.9
3/14/1950	97.2	10,228.0	2,356.1	7,787.1
3/15/1950	97.2	10,228.0	2,328.1	7,798.8
3/16/1950	97.3	10,228.0	2,229.1	7,840.2
3/17/1950	97.3	10,228.0	2,189.6	7,856.7
3/18/1950	97.4	10,228.0	2,079.8	7,902.6
3/19/1950	97.5	10,228.0	1,876.8	8,458.0
3/20/1950	97.6	10,228.0	1,635.3	8,444.9
3/21/1950	97.7	10,228.0	1,515.7	8,438.4
3/22/1950	97.8	10,228.0	1,268.2	8,425.0
3/23/1950	97.8	10,228.0	1,314.9	7,798.9
3/24/1950	97.7	10,228.0	1,358.3	7,610.7
3/25/1950	97.7	10,228.0	1,398.1	7,401.1
3/26/1950	97.6	10,228.0	1,623.1	6,804.0
3/27/1950	97.6	10,228.0	1,653.3	6,421.6
3/28/1950	97.6	10,228.0	1,677.8	6,023.5
3/29/1950	97.5	10,228.0	1,875.9	5,486.0
3/30/1950	97.3	10,228.0	2,211.5	5,032.5
3/31/1950	97.1	10,228.0	2,615.3	4,741.6
4/1/1950	96.9	10,228.0	2,869.8	4,139.4
4/2/1950	96.6	10,228.0	3,377.4	3,895.9
4/3/1950	96.4	9,687.8	3,157.2	3,630.4
4/4/1950	96.2	9,499.2	3,301.4	3,373.6
4/5/1950	95.9	9,074.3	3,329.1	3,048.6
4/6/1950	95.5	8,508.2	3,147.1	2,801.0
4/7/1950	95.3	8,132.9	3,026.5	2,544.0
4/8/1950	94.9	7,389.6	2,784.4	2,305.3
4/9/1950	94.7	7,049.8	2,663.4	2,150.5
4/10/1950	94.5	6,698.0	2,538.1	2,033.9
4/11/1950	94.3	6,355.9	2,416.3	1,929.3
4/12/1950	94.0	5,916.8	2,259.3	1,836.2
4/13/1950	93.7	5,564.8	2,119.1	1,742.7
4/14/1950	93.4	5,213.9	1,979.3	1,640.8
4/15/1950	93.2	4,859.7	1,838.2	1,526.3
4/16/1950	93.0	4,634.9	1,746.8	1,428.2
4/17/1950	92.8	4,451.5	1,663.2	1,338.6
4/18/1950	92.6	4,284.9	1,587.2	1,242.8
4/19/1950	92.5	4,124.6	1,514.1	1,088.5
4/20/1950	92.3	3,964.5	1,441.1	1,006.9
4/21/1950	92.1	3,793.4	1,363.1	808.6
4/22/1950	91.9	3,601.6	1,270.4	734.5
4/23/1950	91.7	3,438.1	1,182.8	637.5
4/24/1950	91.5	3,286.8	1,101.7	625.8
4/25/1950	91.3	3,129.2	1,017.2	646.7
4/26/1950	91.0	2,889.2	886.6	679.5
4/27/1950	90.7	2,738.6	786.9	707.7
4/28/1950	90.1	2,406.4	567.1	770.0
4/29/1950	89.6	2,234.2	446.5	814.8
4/30/1950	89.0	2,006.6	284.4	860.3
5/1/1950	88.7	1,948.8	258.6	819.1
5/2/1950	90.2	2,488.0	621.0	600.7
5/3/1950	90.5	2,632.8	716.9	521.0
5/4/1950	90.2	2,481.0	616.4	489.1
5/5/1950	89.6	2,227.0	441.3	505.1
5/6/1950	89.3	2,105.0	354.3	514.7
5/7/1950	88.5	1,912.4	242.4	568.2
5/8/1950	87.8	1,799.8	203.0	641.1
5/9/1950	87.2	1,739.4	203.0	702.1
5/10/1950	86.6	1,686.6	202.6	754.7
5/11/1950	86.0	1,625.6	202.0	815.1
5/12/1950	85.6	1,580.8	202.4	859.9
5/13/1950	85.4	1,555.4	202.6	885.3
5/14/1950	85.1	1,528.7	202.9	912.0
5/15/1950	85.1	1,534.1	202.9	912.0
5/16/1950	85.3	1,554.3	202.7	912.0
5/17/1950	85.6	1,575.6	202.4	912.0
5/18/1950	85.8	1,604.8	202.2	912.0
5/19/1950	86.1	1,627.7	202.1	912.0
5/20/1950	86.4	1,658.5	202.4	912.0
5/21/1950	86.5	1,676.1	202.5	871.6
5/22/1950	86.6	1,685.3	202.6	820.1
5/23/1950	86.8	1,706.7	202.8	743.3
5/24/1950	87.1	1,728.1	203.0	619.2
5/25/1950	87.1	1,734.1	203.0	511.9
5/26/1950	86.8	1,706.7	202.8	476.7
5/27/1950	86.5	1,671.0	202.5	512.1
5/28/1950	86.1	1,635.3	202.1	547.4
5/29/1950	85.7	1,592.7	202.3	589.8
5/30/1950	85.2	1,537.2	202.8	645.4
5/31/1950	84.2	1,435.2	203.0	748.2
6/1/1950	83.2	1,333.3	202.2	849.4
6/2/1950	82.5	1,270.5	202.5	869.7
6/3/1950	83.4	1,353.7	202.4	746.0
6/4/1950	85.5	1,572.0	202.5	511.6
6/5/1950	85.6	1,580.3	202.4	503.3
6/6/1950	84.9	1,511.8	203.0	571.9
6/7/1950	83.9	1,405.0	202.9	679.5
6/8/1950	83.0	1,322.1	202.0	741.7
6/9/1950	82.1	1,228.2	202.9	785.7
6/10/1950	81.7	1,187.6	203.0	799.3
6/11/1950	81.6	1,172.0	203.0	734.9
6/12/1950	81.6	1,174.6	203.0	675.6
6/13/1950	81.7	1,183.7	203.0	627.2
6/14/1950	81.7	1,182.7	203.0	619.6
6/15/1950	81.4	1,152.4	203.0	650.2
6/16/1950	80.9	1,102.8	202.9	700.1
6/17/1950	80.6	1,075.2	202.6	727.3
6/18/1950	79.8	994.5	202.2	788.9
6/19/1950	79.3	937.8	202.7	778.8
6/20/1950	78.9	898.7	203.0	733.5
6/21/1950	78.8	890.1	203.0	692.8
6/22/1950	79.2	933.0	202.8	643.8
6/23/1950	79.3	946.6	202.7	642.3
6/24/1950	79.3	946.3		
6/25/1950	79.0	916.0		
6/26/1950	78.7	880.1		
6/27/1950	78.2	835.2		
6/28/1950	77.8	794.7		
6/29/1950	77.4	745.1		
6/30/1950	77.3	743.7		
3/1/1951	94.0	6,004.4	2,291.1	2,603.4
3/2/1951	93.7	5,613.1	2,138.3	2,633.8
3/3/1951	93.6	5,365.8	2,039.8	2,536.4
3/4/1951	93.4	5,122.8	1,943.0	2,284.3
3/5/1951	94.4	6,487.0	2,463.0	2,043.0
3/6/1951	94.4	6,496.0	2,466.2	1,843.8
3/7/1951	94.1	6,044.5	2,305.4	1,749.5
3/8/1951	93.9	5,793.4	2,210.2	1,647.7
3/9/1951	93.5	5,326.5	2,024.2	1,567.0
3/10/1951	93.2	4,974.5	1,883.9	1,551.3
3/11/1951	93.0	4,629.4	1,744.3	1,579.9
3/12/1951	92.8	4,445.4	1,660.4	1,598.5
3/13/1951	92.5	4,184.4	1,541.4	1,624.8
3/14/1951	92.4	4,022.0	1,467.3	1,641.2
3/15/1951	92.2	3,863.9	1,395.2	1,657.2
3/16/1951	92.0	3,708.4	1,324.3	1,672.9
3/17/1951	92.0	3,649.5	1,296.1	1,679.4
3/18/1951	92.0	3,666.8	1,305.4	1,632.0
3/19/1951	92.1	3,768.3	1,351.6	1,460.2
3/20/1951	92.3	3,956.4	1,437.4	1,276.2
3/21/1951	92.4	4,053.1	1,481.5	1,266.5
3/22/1951	92.4	4,034.3	1,473.0	1,268.4
3/23/1951	92.2	3,817.8	1,374.2	1,290.2
3/24/1951	92.1	3,776.5	1,355.4	1,294.4
3/25/1951	91.9	3,586.3	1,262.3	1,316.1
3/26/1951	91.6	3,360.3	1,141.1	1,346.1
3/27/1951	91.3	3,129.6	1,017.4	1,376.8
3/28/1951	93.3	5,096.1	1,932.3	2,654.3
3/29/1951	95.5	8,478.7	3,137.7	3,431.3
3/30/1951	95.8	9,014.7	3,309.9	3,157.1
3/31/1951	95.7	8,835.5	3,252.3	2,863.8
4/1/1951	95.5	8,465.0	3,133.3	2,707.9
4/2/1951	95.2	7,895.7	2,950.3	2,658.0
4/3/1951	95.0	7,501.2	2,823.5	2,603.7
4/4/1951	94.7	7,014.1	2,650.7	2,566.0
4/5/1951	94.3	6,347.4	2,413.3	2,447.5
4/6/1951	94.1	6,046.5	2,306.1	2,321.0
4/7/1951	93.8	5,666.7	2,159.7	2,213.9
4/8/1951	93.6	5,444.1	2,071.0	2,107.5
4/9/1951	93.5	5,341.9	2,030.3	2,115.8
4/10/1951	93.5	5,246.2	1,992.2	2,058.3
4/11/1951	93.4	5,158.6	1,957.3	1,915.7
4/12/1951	93.2	4,953.9	1,875.7	1,780.8
4/13/1951	93.1	4,769.0	1,802.1	1,642.7
4/14/1951	92.9	4,594.6	1,728.4	1,532.3
4/15/1951	92.8	4,431.2	1,653.9	1,548.8
4/16/1951	92.8	4,442.4	1,659.0	1,547.7
4/17/1951	92.7	4,345.4	1,614.8	1,557.5
4/18/1951	92.5	4,148.8	1,525.2	1,577.3
4/19/1951	92.3	3,949.9	1,434.4	1,597.4
4/20/1951	92.1	3,748.8	1,342.7	1,617.7
4/21/1951	91.9	3,578.0	1,257.8	1,637.8
4/22/1951	93.3	5,090.3	1,930.1	2,650.2
4/23/1951	94.4	6,526.3	2,477.0	2,365.0
4/24/1951	94.6	6,840.0	2,588.7	2,024.9
4/25/1951	94.6	6,845.3	2,590.6	1,812.7
4/26/1951	94.4	6,541.3	2,482.3	1,557.4
4/27/1951	94.2	6,249.8	2,378.5	1,444.3
4/28/1951	93.8	5,712.8	2,178.0	1,425.4
4/29/1951	93.4	5,229.7	1,985.6	1,302.0
4/30/1951	93.2	4,864.3	1,840.0	1,205.4
5/1/1951	92.8	4,451.8	1,663.3	1,067.2
5/2/1951	92.5	4,173.4	1,536.4	990.4
5/3/1951	92.1	3,812.0	1,371.6	895.6
5/4/1951	92.0	3,636.6	1,289.3	787.3
5/5/1951	91.9	3,556.6	1,246.4	720.2
5/6/1951	91.6	3,329.5	1,124.6	671.7
5/7/1951	91.3	3,153.1	1,030.0	626.7
5/8/1951	91.0	2,907.2	898.2	613.5
5/9/1951	90.7	2,745.8	791.6	613.4
5/10/1951	90.3	2,543.4	657.7	597.7
5/11/1951	90.0	2,344.5	525.2	568.7
5/12/1951	89.5	2,195.5	418.8	555.1
5/13/1951	89.1	2,044.5	311.1	552.2
5/14/1951	88.5	1,918.1	244.9	548.7
5/15/1951	88.1	1,834.6	207.7	546.0
5/16/1951	87.8	1,799.8	203.0	509.1
5/17/1951	87.2	1,746.7	203.0	500.2
5/18/1951	86.6	1,678.5	202.6	509.1
5/19/1951	86.0	1,621.8	202.0	506.9
5/20/1951	85.6	1,575.7	202.4	506.8
5/21/1951	84.9	1,512.4	203.0	521.9
5/22/1951	84.4	1,464.3	203.0	516.1
5/23/1951	83.8	1,397.4	202.8	516.6
5/24/1951	83.2	1,334.3	202.2	541.7
5/25/1951	82.6	1,275.1	202.4	583.3
5/26/1951	82.0	1,216.6	203.0	580.7
5/27/1951	81.6	1,170.9	203.0	563.0
5/28/1951	81.1	1,123.2	203.0	544.9
5/29/1951	80.5	1,068.5	202.5	555.4
5/30/1951	79.9	1,001.2	202.1	572.9
5/31/1951	79.5	963.9	202.5	548.8
6/1/1951	79.3	946.3	202.7	525.9
6/2/1951	78.7	885.6	203.0	514.9
6/3/1951	78.1	822.4	203.0	504.0
6/4/1951	77.5	755.6	202.5	504.0
6/5/1951	77.0	711.4	202.0	504.0
6/6/1951	76.7	673.9	202.3	504.0
6/7/1951	76.4	649.8	202.6	504.0
6/8/1951	76.2	626.9	202.8	504.0
6/9/1951	76.1	615.9	202.9	504.0
6/10/1951	76.0	605.0	203.0	504.0
6/11/1951	76.5	659.7	202.5	558.7
6/12/1951	76.5	659.7	202.5	558.7
6/13/1951	77.1	714.6	202.1	613.6
6/14/1951	77.3	735.2	202.3	634.0
6/15/1951	77.5	764.1	202.5	662.6
6/16/1951	77.9	804.9	202.9	702.9
6/17/1951	78.5	865.5	203.0	764.1
6/18/1951	78.8	890.2	203.0	789.0
6/19/1951	78.8	891.4	203.0	764.1
6/20/1951	79.2	933.3	202.8	733.5
6/21/1951	79.6	969.5	202.4	692.8
6/22/1951	80.5	1,059.4	202.5	594.4
6/23/1951	79.7	987.3	202.3	600.8
6/24/1951	79.5	959.4		
6/25/1951	79.2	930.2		
6/26/1951	78.5	865.5		
6/27/1951	78.2	835.2		
6/28/1951	77.8	794.7		
6/29/1951	77.3	741.7		
6/30/1951	76.9	701.8		
3/1/1952	88.7	1,951.6	259.9	429.0
3/2/1952	88.1	1,850.1	214.6	409.7
3/3/1952	87.4	1,761.0	203.0	421.0
3/4/1952	86.9	1,712.2	202.9	470.0
3/5/1952	86.3	1,650.4	202.3	531.2
3/6/1952	85.5	1,567.7	202.5	613.6
3/7/1952	84.7	1,490.8	203.0	690.8
3/8/1952	83.9	1,412.0	202.9	770.3
3/9/1952	83.2	1,336.2	202.2	845.3
3/10/1952	82.5	1,269.3	202.5	912.0
3/11/1952	86.0	1,616.4	202.0	912.0
3/12/1952	88.7	1,961.6	264.3	912.0
3/13/1952	89.9	2,331.4	515.8	795.9
3/14/1952	90.1	2,393.1	558.3	773.1
3/15/1952	90.0	2,365.1	539.7	772.9
3/16/1952	89.7	2,247.2	455.8	778.2
3/17/1952	89.3	2,122.1	366.5	814.0
3/18/1952	88.8	1,978.0	271.6	863.1
3/19/1952	88.8	1,975.3	270.4	864.6
3/20/1952	88.8	1,965.0	265.8	870.3
3/21/1952	88.7	1,950.0	259.1	878.5
3/22/1952	88.6	1,939.9	254.7	884.0
3/23/1952	88.4	1,889.0	231.9	912.0
3/24/1952	88.7	1,951.9	260.0	881.4
3/25/1952	88.7	1,954.9	261.3	879.8
3/26/1952	88.7	1,960.8	264.0	876.5
3/27/1952	88.8	1,969.2	267.7	871.9
3/28/1952	88.8	1,962.8	264.8	875.4
3/29/1952	88.4	1,896.2	235.2	912.0
3/30/1952	88.6	1,937.5	253.6	912.0
3/31/1952	88.7	1,956.3	262.0	912.0
4/1/1952	88.7	1,960.2	263.7	912.0
4/2/1952	89.2	2,072.8	331.2	927.2
4/3/1952	89.4	2,148.5	385.3	945.0
4/4/1952	89.7	2,264.0	467.8	972.2
4/5/1952	89.9	2,332.4	516.6	988.3
4/6/1952	90.5	2,616.4	706.0	1,112.8
4/7/1952	90.6	2,693.0	756.7	1,148.2
4/8/1952	90.8	2,793.3	823.1	1,175.2
4/9/1952	90.9	2,872.4	875.4	1,160.3
4/10/1952	90.7	2,763.6	803.4	1,180.7
4/11/1952	90.8	2,796.2	825.0	1,195.8
4/12/1952	90.9	2,861.5	868.2	1,225.9
4/13/1952	91.1	2,958.3	925.6	1,277.0
4/14/1952	91.3	3,102.9	1,003.1	1,166.8
4/15/1952	91.5	3,277.9	1,096.9	1,051.8
4/16/1952	91.7	3,399.7	1,162.2	958.0
4/17/1952	91.7	3,460.5	1,194.8	949.9
4/18/1952	91.7	3,437.7	1,182.6	952.9
4/19/1952	91.5	3,270.3	1,092.8	975.1
4/20/1952	91.2	3,026.8	962.3	1,007.5
4/21/1952	90.8	2,823.4	843.0	1,038.9
4/22/1952	90.6	2,682.0	749.4	1,065.4
4/23/1952	90.4	2,562.3	670.2	1,087.9
4/24/1952	91.7	3,413.8	1,169.8	1,367.1
4/25/1952	92.2	3,896.5	1,410.1	1,027.4
4/26/1952	92.4	4,097.4	1,501.7	778.9
4/27/1952	92.5	4,182.7	1,540.6	653.7
4/28/1952	92.2	3,905.3	1,414.1	644.3
4/29/1952	92.1	3,736.3	1,337.1	594.8
4/30/1952	91.7	3,470.2	1,200.0	607.7
5/1/1952	91.3	3,168.9	1,038.5	632.6
5/2/1952	90.7	2,759.7	800.8	678.7
5/3/1952	90.1	2,408.0	568.1	727.5
5/4/1952	89.5	2,195.9	419.1	770.4
5/5/1952	89.3	2,124.0	367.8	770.7
5/6/1952	88.9	1,997.0	280.1	784.4
5/7/1952	88.7	1,960.2	263.7	773.0
5/8/1952	88.6	1,932.6	251.4	748.4
5/9/1952	88.4	1,903.1	238.3	753.4
5/10/1952	88.3	1,871.8	224.3	722.1
5/11/1952	88.1	1,847.9	213.7	659.5
5/12/1952	87.9	1,816.9	203.0	507.1
5/13/1952	87.7	1,791.7	203.0	422.0
5/14/1952	87.4	1,760.4	203.0	352.9
5/15/1952	87.0	1,721.0	203.0	299.7
5/16/1952	86.9	1,709.7	202.9	229.4
5/17/1952	86.4	1,660.8	202.4	253.6
5/18/1952	85.6	1,584.6	202.4	329.3
5/19/1952	83.9	1,412.9	202.9	502.0
5/20/1952	82.8	1,301.4	202.2	603.5
5/21/1952	81.8	1,200.8	203.0	682.5
5/22/1952	80.9	1,108.7	202.9	775.4
5/23/1952	80.1	1,026.4	202.1	856.8
5/24/1952	79.9	1,002.0	202.1	870.1
5/25/1952	80.2	1,030.5	202.2	852.7
5/26/1952	80.1	1,021.5	202.1	861.7
5/27/1952	79.8	992.9	202.2	870.1
5/28/1952	79.6	971.1	202.4	870.1
5/29/1952	79.6	972.3	202.4	862.7
5/30/1952	79.6	974.2	202.4	845.3
5/31/1952	79.7	985.0	202.3	804.9
6/1/1952	79.7	987.5	202.3	764.1
6/2/1952	79.7	982.5	202.3	719.7
6/3/1952	79.6	973.2	202.4	663.5
6/4/1952	79.6	971.6	202.4	619.7
6/5/1952	79.5	963.7	202.5	579.6
6/6/1952	79.3	946.3	202.7	541.5
6/7/1952	78.9	905.9	203.0	505.4
6/8/1952	78.5	865.5	203.0	481.9
6/9/1952	78.1	821.6	203.0	459.8
6/10/1952	77.5	765.1	202.5	437.7
6/11/1952	77.1	720.8	202.1	426.6
6/12/1952	76.7	680.6	202.3	415.6
6/13/1952	76.3	642.5	202.7	415.6
6/14/1952	76.0	606.4	203.0	393.6
6/15/1952	75.8	583.1	203.0	382.7
6/16/1952	75.5	561.2	203.0	371.7
6/17/1952	75.3	539.4	203.0	349.8
6/18/1952	75.2	528.4	203.0	349.8
6/19/1952	75.1	517.5	203.0	338.9
6/20/1952	75.1	517.5	203.0	332.3
6/21/1952	74.9	495.5	202.9	332.3
6/22/1952	74.8	484.4	202.8	332.3
6/23/1952	74.7	473.4	202.7	332.3
6/24/1952	74.5	451.3		
6/25/1952	74.5	451.3		
6/26/1952	74.3	440.3		
6/27/1952	74.3	433.6		
6/28/1952	74.7	473.4		
6/29/1952	74.6	462.3		
6/30/1952	74.6	462.3		
3/1/1953	94.4	6,573.0	2,493.6	553.1
3/2/1953	94.1	6,082.8	2,319.1	412.8
3/3/1953	93.5	5,361.4	2,038.0	362.9
3/4/1953	93.1	4,808.4	1,817.7	345.4
3/5/1953	92.4	4,094.8	1,500.5	414.6
3/6/1953	91.7	3,471.1	1,200.5	483.7
3/7/1953	90.9	2,846.1	858.0	569.9
3/8/1953	90.0	2,370.0	543.0	659.2
3/9/1953	89.1	2,041.9	309.2	752.2
3/10/1953	88.1	1,847.6	213.5	849.9
3/11/1953	87.5	1,775.4	203.0	912.0
3/12/1953	87.9	1,809.1	203.0	912.0
3/13/1953	91.1	2,979.6	937.0	1,289.4
3/14/1953	92.1	3,797.5	1,364.9	1,775.8
3/15/1953	92.5	4,202.8	1,549.8	2,036.5
3/16/1953	92.7	4,388.9	1,634.6	2,017.7
3/17/1953	92.5	4,193.9	1,545.7	2,037.4
3/18/1953	92.6	4,275.8	1,583.1	2,085.5
3/19/1953	92.6	4,267.9	1,579.5	2,086.3
3/20/1953	92.7	4,359.2	1,621.1	2,146.5
3/21/1953	92.7	4,364.4	1,623.5	2,149.9
3/22/1953	92.7	4,371.6	1,626.7	2,154.7
3/23/1953	93.8	5,691.9	2,169.8	2,632.4
3/24/1953	94.0	5,972.0	2,279.6	2,399.3
3/25/1953	94.1	6,138.4	2,338.9	1,991.1
3/26/1953	94.2	6,296.8	2,395.3	1,546.0
3/27/1953	94.1	6,150.8	2,343.3	1,042.8
3/28/1953	94.0	5,874.6	2,242.5	772.5
3/29/1953	93.8	5,639.4	2,148.8	539.4
3/30/1953	93.4	5,129.2	1,945.5	444.3
3/31/1953	93.2	4,862.1	1,839.1	372.1
4/1/1953	92.7	4,347.4	1,615.7	333.7
4/2/1953	92.1	3,776.0	1,355.2	326.6
4/3/1953	91.2	3,066.0	983.3	372.2
4/4/1953	90.5	2,636.8	719.5	416.5
4/5/1953	89.6	2,220.8	436.9	479.8
4/6/1953	88.7	1,961.7	264.4	536.7
4/7/1953	87.8	1,806.1	203.0	609.9
